Student_ID,Name,Section,Parental_Education,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Internet_Access,Extra_Classes,Math_Marks,Science_Marks,English_Marks,Hindi_Marks,SST_Marks,Final_Score,Result,Grade
4767,Priya Narayan Mishra_4767,C,Graduate,4.82,7.05,79.38,Yes,Yes,73.32,83.1,65.26,63.6,55.24,68.1,Pass,A
4768,Sneha Deep Tiwari_4768,A,Graduate,8.29,5.32,64.68,Yes,No,58.47,87.75,70.87,80.38,61.49,71.79,Pass,A
4769,Arjun Mohan Pandey_4769,C,School,3.33,3.73,53.46,Yes,Yes,59.55,46.41,62.74,49.61,47.29,53.12,Pass,B
4770,Anjali Shiv Chauhan_4770,C,School,2.6,5.91,66.81,Yes,No,40.14,39.84,63.22,88.37,70.84,60.48,Pass,A
4771,Vikas Kumar Sharma_4771,C,Postgraduate,3.92,7.19,59.81,Yes,No,79.81,56.84,61.81,75.81,56.79,66.21,Pass,A
4772,Neha Singh Verma_4772,A,School,2.98,7.15,84.13,No,No,59.5,81.4,53.09,77.31,72.48,68.76,Pass,A
4773,Rohit Raj Yadav_4773,A,Graduate,3.59,5.96,80.03,Yes,Yes,61.5,59.32,61.75,59.05,52.29,58.78,Pass,B
4774,Pooja Dev Gupta_4774,C,Graduate,3.51,6.78,84.92,No,No,84.29,54.81,61.43,76.27,56.15,66.59,Pass,A
4775,Karan Prasad Singh_4775,B,School,5.57,6.03,80.8,Yes,Yes,82.99,69.4,93.37,67.07,62.92,75.15,Pass,A
4776,Simran Kant Kumar_4776,C,Graduate,2.56,6.34,45.89,Yes,No,56.02,53.06,80.99,85.98,62.54,67.72,Pass,A
4777,Amit Narayan Mishra_4777,A,Graduate,4.7,8.01,69.52,Yes,No,59.11,63.86,64.67,57.52,69.01,62.83,Pass,A
4778,Rahul Deep Tiwari_4778,A,Graduate,3.35,4.9,62.69,Yes,No,35.73,60.09,67.66,62.49,67.56,58.71,Pass,B
4779,Priya Mohan Pandey_4779,A,School,5.32,8.76,77.51,Yes,Yes,73.25,60.98,73.43,46.03,39.66,58.67,Pass,B
4780,Sneha Shiv Chauhan_4780,C,Graduate,5.49,6.71,65.16,Yes,No,73.62,51.15,69.81,59.54,82.02,67.23,Pass,A
4781,Arjun Kumar Sharma_4781,B,School,5.84,8.92,79.64,Yes,Yes,54.59,58.76,62.21,59.22,49.83,56.92,Pass,B
4782,Anjali Singh Verma_4782,A,Postgraduate,5.84,8.73,80.35,Yes,Yes,70.23,57.42,79.31,66.67,71.99,69.12,Pass,A
4783,Vikas Raj Yadav_4783,A,School,3.57,3.77,71.17,Yes,No,77.12,46.35,64.56,80.77,90.17,71.79,Pass,A
4784,Neha Dev Gupta_4784,C,PhD,4.49,6.72,79.2,Yes,No,50.37,43.06,77.8,75.37,77.41,64.8,Pass,A
4785,Rohit Prasad Singh_4785,B,Graduate,6.7,5.32,80.64,Yes,Yes,61.98,33.96,84.29,74.93,80.08,67.05,Pass,A
4786,Pooja Kant Kumar_4786,C,Postgraduate,5.16,6.34,76.85,No,Yes,68.27,75.28,73.46,81.61,58.61,71.45,Pass,A
4787,Karan Narayan Mishra_4787,A,Graduate,5.83,7.05,80.34,Yes,Yes,72.75,80.34,65.62,85.3,79.14,76.63,Pass,A
4788,Simran Deep Tiwari_4788,B,School,2.67,8.25,84.93,Yes,No,73.72,71.22,80.69,76.16,77.47,75.85,Pass,A
4789,Amit Mohan Pandey_4789,B,Postgraduate,5.93,5.2,69.51,Yes,Yes,60.44,67.62,83.01,65.19,73.46,69.94,Pass,A
4790,Rahul Shiv Chauhan_4790,A,School,1.67,9.0,63.86,No,No,53.62,100.0,89.71,58.35,73.04,74.94,Pass,A
4791,Priya Kumar Sharma_4791,B,School,2.21,5.8,80.21,Yes,Yes,39.93,52.08,88.34,75.46,53.78,61.92,Pass,A
4792,Sneha Singh Verma_4792,B,School,3.15,4.89,66.32,Yes,Yes,60.65,58.67,64.89,80.15,52.94,63.46,Pass,A
4793,Arjun Raj Yadav_4793,C,PhD,5.14,7.81,74.86,Yes,No,74.36,60.36,49.27,50.9,31.15,53.21,Pass,B
4794,Anjali Dev Gupta_4794,A,Graduate,5.4,6.65,72.99,Yes,No,92.78,60.75,67.47,43.77,69.57,66.87,Pass,A
4795,Vikas Prasad Singh_4795,A,Graduate,3.28,9.0,100.0,Yes,No,78.63,26.08,62.22,83.38,48.01,59.67,Pass,B
4796,Neha Kant Kumar_4796,A,Graduate,1.61,5.32,86.38,Yes,No,67.08,76.91,74.24,87.69,99.95,81.18,Pass,A+
4797,Rohit Narayan Mishra_4797,A,Graduate,5.93,6.72,93.5,No,No,64.96,51.84,68.44,91.33,76.92,70.7,Pass,A
4798,Pooja Deep Tiwari_4798,A,Postgraduate,5.38,8.02,81.17,Yes,No,56.39,50.5,51.87,66.82,43.7,53.85,Pass,B
4799,Karan Mohan Pandey_4799,B,School,5.14,5.49,79.31,Yes,Yes,46.59,66.38,83.53,58.62,82.57,67.54,Pass,A
4800,Simran Shiv Chauhan_4800,C,Postgraduate,7.39,8.04,81.23,Yes,Yes,78.41,54.34,62.09,54.27,59.35,61.69,Pass,A
4801,Amit Kumar Sharma_4801,A,School,4.73,6.98,68.14,Yes,Yes,83.32,55.89,69.89,69.65,51.87,66.12,Pass,A
4802,Rahul Singh Verma_4802,C,School,3.01,5.29,57.88,Yes,No,47.33,42.0,85.74,58.25,51.36,56.94,Pass,B
4803,Priya Raj Yadav_4803,C,Graduate,6.49,8.02,83.71,No,Yes,83.83,38.08,65.76,70.2,78.07,67.19,Pass,A
4804,Sneha Dev Gupta_4804,B,Graduate,3.89,6.26,82.67,Yes,Yes,68.92,71.78,65.48,90.49,72.71,73.88,Pass,A
4805,Arjun Prasad Singh_4805,A,Graduate,4.34,7.93,96.41,Yes,No,77.49,66.05,79.51,51.39,72.74,69.44,Pass,A
4806,Anjali Kant Kumar_4806,B,School,3.7,5.66,87.88,Yes,Yes,92.05,90.12,79.06,60.66,39.22,72.22,Pass,A
4807,Vikas Narayan Mishra_4807,A,School,3.25,4.76,68.46,No,Yes,46.23,31.53,50.82,52.67,59.12,48.07,Pass,C
4808,Neha Deep Tiwari_4808,B,Graduate,3.87,5.97,58.28,Yes,No,49.88,58.02,73.91,70.54,69.91,64.45,Pass,A
4809,Rohit Mohan Pandey_4809,C,Graduate,6.78,6.35,80.23,Yes,No,61.93,54.15,75.42,49.3,74.47,63.05,Pass,A
4810,Pooja Shiv Chauhan_4810,A,School,2.9,6.73,75.37,Yes,Yes,52.3,51.92,54.82,70.52,34.91,52.89,Pass,B
4811,Karan Kumar Sharma_4811,C,Graduate,6.1,7.14,66.59,Yes,Yes,54.75,69.75,85.53,68.82,39.65,63.7,Pass,A
4812,Simran Singh Verma_4812,C,School,1.73,8.85,83.19,No,No,78.75,60.11,78.21,69.93,46.83,66.77,Pass,A
4813,Amit Raj Yadav_4813,B,School,6.9,6.38,57.18,Yes,No,68.15,74.78,85.96,71.27,76.37,75.3,Pass,A
4814,Rahul Dev Gupta_4814,A,School,7.06,8.64,65.71,Yes,Yes,68.98,39.4,80.56,49.94,76.22,63.02,Pass,A
4815,Priya Prasad Singh_4815,C,Postgraduate,2.96,7.73,100.0,Yes,No,66.75,53.82,68.29,77.47,75.24,68.31,Pass,A
4816,Sneha Kant Kumar_4816,B,Graduate,4.62,6.4,60.23,Yes,No,56.56,38.29,70.82,90.22,68.88,64.95,Pass,A
4817,Arjun Narayan Mishra_4817,A,School,5.47,6.87,81.63,Yes,Yes,68.82,44.01,60.41,42.84,96.87,62.59,Pass,A
4818,Anjali Deep Tiwari_4818,A,Graduate,3.59,6.98,90.08,Yes,No,63.31,36.88,75.95,56.29,61.31,58.75,Pass,B
4819,Vikas Mohan Pandey_4819,C,Postgraduate,7.32,7.73,87.7,Yes,No,79.14,74.76,49.9,63.29,55.45,64.51,Pass,A
4820,Neha Shiv Chauhan_4820,A,Graduate,4.53,7.91,85.15,Yes,No,75.6,53.34,70.06,82.33,69.79,70.23,Pass,A
4821,Rohit Kumar Sharma_4821,C,Postgraduate,3.72,4.82,81.78,No,Yes,72.27,62.93,56.0,73.57,27.0,58.35,Pass,B
4822,Pooja Singh Verma_4822,A,School,4.62,7.67,74.76,Yes,Yes,65.96,22.04,82.74,67.19,42.03,55.99,Pass,B
4823,Karan Raj Yadav_4823,B,Postgraduate,3.4,6.99,96.55,Yes,No,59.23,71.67,39.41,73.25,75.22,63.76,Pass,A
4824,Simran Dev Gupta_4824,C,Graduate,4.53,6.97,95.72,Yes,No,47.85,58.98,58.29,79.66,79.55,64.87,Pass,A
4825,Amit Prasad Singh_4825,C,School,3.83,6.34,90.05,Yes,No,100.0,62.41,64.5,53.86,66.45,69.44,Pass,A
4826,Rahul Kant Kumar_4826,A,Graduate,3.33,7.34,99.01,No,No,65.04,81.05,65.92,48.14,86.44,69.32,Pass,A
4827,Priya Narayan Mishra_4827,A,PhD,5.7,7.57,89.29,Yes,Yes,76.02,65.04,73.94,64.74,64.6,68.87,Pass,A
4828,Sneha Deep Tiwari_4828,C,Postgraduate,1.96,6.63,70.01,Yes,Yes,78.33,31.6,66.56,75.42,50.29,60.44,Pass,A
4829,Arjun Mohan Pandey_4829,A,Graduate,7.14,7.73,64.64,Yes,Yes,65.78,68.89,61.67,71.59,55.09,64.6,Pass,A
4830,Anjali Shiv Chauhan_4830,B,School,4.85,5.74,80.55,Yes,Yes,63.44,76.5,75.22,97.54,36.41,69.82,Pass,A
4831,Vikas Kumar Sharma_4831,A,Graduate,7.27,6.51,79.36,Yes,No,56.73,30.5,78.78,30.88,58.46,51.07,Pass,B
4832,Neha Singh Verma_4832,B,School,5.94,6.93,81.94,Yes,Yes,41.59,61.04,90.53,59.65,57.39,62.04,Pass,A
4833,Rohit Raj Yadav_4833,B,School,2.48,6.13,97.99,Yes,No,92.82,34.78,64.14,59.02,90.85,68.32,Pass,A
4834,Pooja Dev Gupta_4834,B,Graduate,4.61,6.1,69.34,Yes,No,57.84,77.07,68.38,44.12,53.86,60.25,Pass,A
4835,Karan Prasad Singh_4835,B,Postgraduate,1.81,5.38,72.72,Yes,No,49.79,63.16,73.26,83.32,43.06,62.52,Pass,A
4836,Simran Kant Kumar_4836,B,Graduate,3.14,7.02,79.49,Yes,No,87.69,57.61,58.08,74.11,35.88,62.67,Pass,A
4837,Amit Narayan Mishra_4837,A,School,4.29,8.83,72.77,No,No,61.94,53.81,57.13,55.36,43.33,54.32,Pass,B
4838,Rahul Deep Tiwari_4838,B,Graduate,3.44,7.22,47.52,Yes,Yes,67.53,45.41,77.52,69.32,71.04,66.16,Pass,A
4839,Priya Mohan Pandey_4839,A,Postgraduate,3.79,6.3,68.09,Yes,Yes,58.76,50.0,82.54,79.2,45.19,63.14,Pass,A
4840,Sneha Shiv Chauhan_4840,B,Graduate,3.5,8.08,60.24,Yes,Yes,42.86,51.38,68.25,66.98,39.24,53.74,Pass,B
4841,Arjun Kumar Sharma_4841,C,Graduate,7.84,6.46,95.52,Yes,Yes,65.84,67.06,75.95,69.3,52.28,66.09,Pass,A
4842,Anjali Singh Verma_4842,B,PhD,4.68,7.4,62.59,Yes,No,64.85,59.93,65.88,65.6,72.82,65.82,Pass,A
4843,Vikas Raj Yadav_4843,C,Postgraduate,5.44,7.17,74.37,No,Yes,59.47,55.78,78.86,53.3,68.81,63.25,Pass,A
4844,Neha Dev Gupta_4844,B,School,4.42,4.71,75.78,Yes,No,81.08,17.02,64.77,84.64,77.93,65.09,Pass,A
4845,Rohit Prasad Singh_4845,B,School,5.01,6.62,82.48,No,No,76.08,85.45,88.26,73.32,63.32,77.29,Pass,A
4846,Pooja Kant Kumar_4846,B,PhD,1.42,9.0,78.9,Yes,Yes,86.64,78.0,75.61,80.04,86.51,81.36,Pass,A+
4847,Karan Narayan Mishra_4847,C,Graduate,7.01,5.85,79.71,Yes,Yes,50.51,45.35,59.32,76.48,78.42,62.02,Pass,A
4848,Simran Deep Tiwari_4848,C,School,3.42,8.41,61.81,Yes,No,74.31,58.29,65.28,50.94,39.59,57.68,Pass,B
4849,Amit Mohan Pandey_4849,B,Graduate,6.22,7.72,70.89,Yes,No,96.02,63.36,67.17,68.52,66.52,72.32,Pass,A
4850,Rahul Shiv Chauhan_4850,A,Graduate,6.28,5.96,54.2,No,Yes,74.98,81.83,67.04,68.45,52.06,68.87,Pass,A
4851,Priya Kumar Sharma_4851,B,PhD,1.8,6.63,80.68,Yes,No,74.9,82.02,73.25,63.61,56.95,70.15,Pass,A
4852,Sneha Singh Verma_4852,C,School,4.58,5.35,63.45,Yes,No,66.16,57.95,67.46,63.45,56.61,62.33,Pass,A
4853,Arjun Raj Yadav_4853,B,Graduate,5.11,7.64,95.23,Yes,No,76.6,35.96,51.71,78.87,69.57,62.54,Pass,A
4854,Anjali Dev Gupta_4854,C,Postgraduate,4.66,5.37,45.34,Yes,Yes,52.16,68.21,69.31,52.71,59.51,60.38,Pass,A
4855,Vikas Prasad Singh_4855,C,School,4.5,7.1,100.0,Yes,Yes,55.85,91.64,61.48,54.25,39.31,60.51,Pass,A
4856,Neha Kant Kumar_4856,C,School,3.85,8.81,78.5,Yes,No,52.37,47.13,72.61,64.99,45.75,56.57,Pass,B
4857,Rohit Narayan Mishra_4857,B,Postgraduate,3.43,5.84,70.4,Yes,Yes,58.9,60.45,72.68,63.25,77.28,66.51,Pass,A
4858,Pooja Deep Tiwari_4858,C,Graduate,6.09,7.03,83.26,Yes,Yes,64.47,61.95,54.23,79.23,44.55,60.88,Pass,A
4859,Karan Mohan Pandey_4859,C,Graduate,5.1,4.83,96.93,Yes,Yes,88.26,48.42,51.64,32.87,59.52,56.14,Pass,B
4860,Simran Shiv Chauhan_4860,B,Graduate,4.78,6.67,100.0,Yes,No,82.46,28.46,68.98,57.53,74.53,62.39,Pass,A
4861,Amit Kumar Sharma_4861,C,School,2.1,5.4,74.93,Yes,No,49.74,38.39,71.44,97.12,82.92,67.92,Pass,A
4862,Rahul Singh Verma_4862,B,Postgraduate,4.11,6.91,45.07,Yes,No,51.43,68.69,63.62,65.88,67.09,63.34,Pass,A
4863,Priya Raj Yadav_4863,C,School,4.42,5.98,73.74,Yes,No,56.56,59.39,73.41,58.97,94.67,68.6,Pass,A
4864,Sneha Dev Gupta_4864,A,School,5.76,5.43,67.06,Yes,Yes,55.82,59.08,74.9,68.78,70.29,65.78,Pass,A
4865,Arjun Prasad Singh_4865,A,School,1.88,6.46,84.83,Yes,No,82.27,40.45,77.65,74.81,70.22,69.08,Pass,A
4866,Anjali Kant Kumar_4866,C,School,2.86,3.44,68.8,No,Yes,89.54,61.82,58.43,75.01,66.69,70.3,Pass,A
4867,Vikas Narayan Mishra_4867,A,Postgraduate,7.2,5.35,58.03,No,Yes,46.92,64.75,78.95,85.67,56.96,66.65,Pass,A
4868,Neha Deep Tiwari_4868,B,Postgraduate,3.3,9.0,67.16,Yes,No,69.13,50.2,60.92,38.88,72.52,58.33,Pass,B
4869,Rohit Mohan Pandey_4869,A,Postgraduate,1.72,6.34,95.48,Yes,No,60.89,61.2,60.65,57.62,87.28,65.53,Pass,A
4870,Pooja Shiv Chauhan_4870,C,Graduate,3.45,6.05,76.95,No,No,34.79,53.46,78.56,76.39,60.21,60.68,Pass,A
4871,Karan Kumar Sharma_4871,C,Graduate,3.31,7.07,89.74,Yes,No,54.71,62.47,70.23,76.63,69.69,66.74,Pass,A
4872,Simran Singh Verma_4872,B,Graduate,5.48,7.89,68.8,Yes,No,63.13,83.35,65.25,83.72,75.14,74.12,Pass,A
4873,Amit Raj Yadav_4873,C,Postgraduate,5.46,8.6,92.66,Yes,No,48.23,46.37,53.29,79.16,64.69,58.35,Pass,B
4874,Rahul Dev Gupta_4874,B,Graduate,3.05,6.56,61.97,Yes,Yes,57.39,98.8,79.68,71.38,79.78,77.41,Pass,A
4875,Priya Prasad Singh_4875,A,School,3.93,6.39,63.64,Yes,Yes,75.85,100.0,55.95,75.8,56.91,72.9,Pass,A
4876,Sneha Kant Kumar_4876,A,School,5.31,7.1,95.5,Yes,No,66.89,71.9,42.07,51.79,54.55,57.44,Pass,B
4877,Arjun Narayan Mishra_4877,B,School,5.36,6.71,94.82,Yes,Yes,78.17,79.01,59.99,69.29,68.53,71.0,Pass,A
4878,Anjali Deep Tiwari_4878,B,Graduate,2.95,6.44,46.4,No,Yes,48.42,51.86,77.49,56.52,63.26,59.51,Pass,B
4879,Vikas Mohan Pandey_4879,C,PhD,3.11,7.36,89.92,Yes,Yes,45.07,60.09,66.98,48.82,70.65,58.32,Pass,B
4880,Neha Shiv Chauhan_4880,A,School,7.67,7.35,54.91,Yes,No,72.59,64.03,64.64,60.2,68.42,65.98,Pass,A
4881,Rohit Kumar Sharma_4881,B,School,4.11,6.71,90.96,Yes,Yes,76.45,74.33,56.31,57.46,60.01,64.91,Pass,A
4882,Pooja Singh Verma_4882,A,School,6.74,9.0,90.56,Yes,No,33.02,59.78,69.92,77.15,60.29,60.03,Pass,A
4883,Karan Raj Yadav_4883,B,Postgraduate,4.84,8.93,98.65,Yes,No,57.35,81.56,69.7,71.52,89.92,74.01,Pass,A
4884,Simran Dev Gupta_4884,A,School,6.14,7.31,100.0,Yes,Yes,84.14,85.26,51.23,71.83,39.75,66.44,Pass,A
4885,Amit Prasad Singh_4885,C,School,5.44,8.03,78.53,Yes,Yes,65.04,59.69,46.62,56.6,50.01,55.59,Pass,B
4886,Rahul Kant Kumar_4886,A,School,4.76,5.83,71.28,No,No,47.65,46.94,84.26,51.32,46.52,55.34,Pass,B
4887,Priya Narayan Mishra_4887,A,Graduate,4.74,6.68,74.68,No,Yes,41.79,81.78,93.83,58.9,60.31,67.32,Pass,A
4888,Sneha Deep Tiwari_4888,A,Graduate,2.64,7.52,73.11,No,Yes,73.05,66.94,80.56,99.22,45.72,73.1,Pass,A
4889,Arjun Mohan Pandey_4889,A,Graduate,4.25,8.32,71.11,Yes,Yes,70.22,61.61,70.54,99.09,95.39,79.37,Pass,A
4890,Anjali Shiv Chauhan_4890,A,School,3.72,5.4,72.2,Yes,Yes,91.99,45.5,63.52,60.74,61.83,64.72,Pass,A
4891,Vikas Kumar Sharma_4891,C,Graduate,4.01,5.85,91.91,No,No,43.82,62.52,68.69,79.29,34.8,57.82,Pass,B
4892,Neha Singh Verma_4892,B,School,3.95,6.74,55.58,No,No,51.61,56.78,77.52,52.69,67.49,61.22,Pass,A
4893,Rohit Raj Yadav_4893,A,School,4.74,8.47,91.2,Yes,Yes,78.76,30.58,74.07,68.64,56.48,61.71,Pass,A
4894,Pooja Dev Gupta_4894,C,Graduate,5.46,6.73,74.87,Yes,No,54.79,69.78,98.32,66.0,75.01,72.78,Pass,A
4895,Karan Prasad Singh_4895,A,School,4.29,8.02,52.92,Yes,Yes,37.6,73.28,78.35,94.96,79.05,72.65,Pass,A
4896,Simran Kant Kumar_4896,A,Graduate,5.93,6.45,83.92,Yes,Yes,64.77,58.16,77.88,70.57,78.08,69.89,Pass,A
4897,Amit Narayan Mishra_4897,B,School,3.88,7.52,51.7,Yes,No,51.94,63.09,79.89,47.97,63.34,61.25,Pass,A
4898,Rahul Deep Tiwari_4898,A,School,4.63,5.33,76.3,Yes,Yes,78.58,87.12,73.97,77.24,46.19,72.62,Pass,A
4899,Priya Mohan Pandey_4899,C,Postgraduate,8.29,5.74,100.0,No,No,57.35,64.78,67.78,96.74,77.67,72.87,Pass,A
4900,Sneha Shiv Chauhan_4900,C,Graduate,2.7,6.34,68.28,Yes,No,72.1,67.53,65.24,74.74,58.53,67.63,Pass,A
4901,Arjun Kumar Sharma_4901,B,Graduate,3.87,5.2,69.38,Yes,Yes,77.33,63.15,74.19,48.09,47.53,62.06,Pass,A
4902,Anjali Singh Verma_4902,A,Postgraduate,1.78,5.13,86.8,Yes,Yes,68.56,85.64,81.96,57.16,58.02,70.27,Pass,A
4903,Vikas Raj Yadav_4903,C,Graduate,4.84,6.1,84.53,Yes,No,100.0,78.09,72.79,81.0,71.12,80.6,Pass,A+
4904,Neha Dev Gupta_4904,A,Postgraduate,4.52,4.82,84.53,No,Yes,68.89,84.86,58.87,77.59,87.88,75.62,Pass,A
4905,Rohit Prasad Singh_4905,A,Graduate,4.69,6.42,68.18,Yes,Yes,90.7,70.61,59.63,93.35,55.88,74.03,Pass,A
4906,Pooja Kant Kumar_4906,A,School,3.13,6.9,82.12,Yes,Yes,51.05,76.24,73.14,48.17,67.63,63.24,Pass,A
4907,Karan Narayan Mishra_4907,B,School,3.36,5.55,66.46,Yes,Yes,65.5,44.46,73.69,80.57,47.2,62.28,Pass,A
4908,Simran Deep Tiwari_4908,A,Graduate,4.58,6.13,82.0,Yes,Yes,82.15,60.1,55.47,53.35,69.87,64.19,Pass,A
4909,Amit Mohan Pandey_4909,C,School,2.4,6.1,73.05,Yes,No,63.74,70.66,52.76,51.99,53.4,58.51,Pass,B
4910,Rahul Shiv Chauhan_4910,A,School,5.82,8.41,86.46,Yes,Yes,71.12,84.97,64.42,67.89,68.22,71.32,Pass,A
4911,Priya Kumar Sharma_4911,C,School,2.41,6.69,88.56,No,No,84.21,80.44,59.83,50.94,52.63,65.61,Pass,A
4912,Sneha Singh Verma_4912,A,School,4.27,9.0,81.53,Yes,No,69.85,56.2,73.32,47.46,67.61,62.89,Pass,A
4913,Arjun Raj Yadav_4913,C,School,3.85,6.0,63.46,No,Yes,43.02,55.26,76.7,75.35,53.89,60.84,Pass,A
4914,Anjali Dev Gupta_4914,C,School,3.75,6.0,52.38,No,Yes,67.0,53.76,72.39,73.62,68.85,67.12,Pass,A
4915,Vikas Prasad Singh_4915,A,School,2.09,7.88,58.01,No,No,75.49,34.84,69.29,83.62,79.16,68.48,Pass,A
4916,Neha Kant Kumar_4916,A,School,4.43,3.47,60.4,Yes,No,69.76,66.41,66.56,69.07,58.98,66.15,Pass,A
4917,Rohit Narayan Mishra_4917,C,Graduate,2.69,7.44,100.0,No,No,57.17,55.91,75.74,73.58,72.29,66.94,Pass,A
4918,Pooja Deep Tiwari_4918,B,School,4.71,6.39,84.89,Yes,No,48.82,54.75,57.25,79.79,68.87,61.9,Pass,A
4919,Karan Mohan Pandey_4919,A,Postgraduate,3.36,6.64,78.4,Yes,No,54.67,84.54,95.95,87.33,43.14,73.13,Pass,A
4920,Simran Shiv Chauhan_4920,B,Postgraduate,4.42,6.1,66.7,Yes,No,76.02,55.58,54.81,85.51,86.74,71.73,Pass,A
4921,Amit Kumar Sharma_4921,A,Graduate,1.78,7.21,89.06,Yes,Yes,67.01,49.84,72.88,67.32,47.08,60.82,Pass,A
4922,Rahul Singh Verma_4922,A,Graduate,5.87,4.28,72.11,Yes,No,65.02,78.36,84.21,67.07,55.59,70.05,Pass,A
4923,Priya Raj Yadav_4923,A,School,6.14,5.61,80.13,Yes,No,70.8,87.33,56.21,55.83,76.57,69.35,Pass,A
4924,Sneha Dev Gupta_4924,A,School,3.67,8.85,83.99,Yes,No,62.25,60.02,71.39,79.14,59.85,66.53,Pass,A
4925,Arjun Prasad Singh_4925,B,Postgraduate,8.7,6.58,81.25,Yes,Yes,80.3,54.67,96.46,76.8,71.02,75.85,Pass,A
4926,Anjali Kant Kumar_4926,A,School,5.64,5.08,76.02,Yes,No,48.57,58.99,62.16,79.82,45.16,58.94,Pass,B
4927,Vikas Narayan Mishra_4927,C,Postgraduate,4.11,6.57,59.78,No,No,76.02,77.04,64.31,61.03,54.74,66.63,Pass,A
4928,Neha Deep Tiwari_4928,C,Graduate,3.76,7.4,75.9,No,Yes,83.7,56.3,72.81,89.95,39.9,68.53,Pass,A
4929,Rohit Mohan Pandey_4929,B,School,3.33,6.62,91.3,Yes,No,96.41,66.5,58.05,42.66,70.85,66.89,Pass,A
4930,Pooja Shiv Chauhan_4930,A,Graduate,3.61,6.36,86.31,Yes,Yes,72.5,46.07,77.27,96.33,36.97,65.83,Pass,A
4931,Karan Kumar Sharma_4931,C,Graduate,4.34,5.79,79.77,Yes,Yes,43.95,100.0,54.92,60.17,46.26,61.06,Pass,A
4932,Simran Singh Verma_4932,B,School,4.43,4.98,87.23,Yes,No,100.0,54.9,81.02,72.95,73.23,76.42,Pass,A
4933,Amit Raj Yadav_4933,A,School,2.39,4.26,57.04,Yes,No,90.93,68.68,56.5,88.07,57.81,72.4,Pass,A
4934,Rahul Dev Gupta_4934,C,Graduate,6.53,5.5,72.6,Yes,No,92.4,70.02,73.56,64.87,52.0,70.57,Pass,A
4935,Priya Prasad Singh_4935,C,Graduate,5.68,8.08,74.39,Yes,No,58.68,75.3,78.46,63.41,60.75,67.32,Pass,A
4936,Sneha Kant Kumar_4936,B,School,7.27,5.99,58.93,Yes,No,68.51,44.72,63.74,47.62,95.96,64.11,Pass,A
4937,Arjun Narayan Mishra_4937,A,School,5.05,6.3,82.72,Yes,Yes,65.23,66.4,70.66,61.73,89.0,70.61,Pass,A
4938,Anjali Deep Tiwari_4938,A,Postgraduate,6.07,4.67,85.24,Yes,Yes,60.34,66.75,76.99,43.09,65.8,62.59,Pass,A
4939,Vikas Mohan Pandey_4939,C,Graduate,2.62,6.51,77.46,Yes,Yes,51.25,42.57,56.88,67.5,100.0,63.64,Pass,A
4940,Neha Shiv Chauhan_4940,C,Graduate,5.4,6.02,78.01,No,No,79.53,58.07,63.63,58.95,65.45,65.13,Pass,A
4941,Rohit Kumar Sharma_4941,C,PhD,1.81,6.1,66.08,Yes,No,85.91,34.87,53.3,77.13,80.57,66.36,Pass,A
4942,Pooja Singh Verma_4942,A,School,3.04,5.79,66.23,Yes,No,83.65,44.76,77.86,66.05,49.69,64.4,Pass,A
4943,Karan Raj Yadav_4943,B,Graduate,8.26,5.8,54.56,Yes,No,55.13,37.29,66.0,56.04,74.58,57.81,Pass,B
4944,Simran Dev Gupta_4944,B,Postgraduate,3.98,6.21,72.22,Yes,No,55.36,60.73,76.8,55.78,56.37,61.01,Pass,A
4945,Amit Prasad Singh_4945,A,Postgraduate,4.47,6.46,66.05,Yes,No,77.44,65.87,89.08,61.66,60.22,70.85,Pass,A
4946,Rahul Kant Kumar_4946,B,School,5.55,3.79,62.96,Yes,Yes,80.0,61.75,56.32,59.15,87.44,68.93,Pass,A
4947,Priya Narayan Mishra_4947,C,School,4.44,4.48,75.83,Yes,Yes,70.97,78.02,59.24,70.19,72.26,70.13,Pass,A
4948,Sneha Deep Tiwari_4948,B,Graduate,2.97,5.87,69.44,No,Yes,58.27,75.78,59.91,75.63,63.73,66.66,Pass,A
4949,Arjun Mohan Pandey_4949,B,School,3.0,7.61,53.89,Yes,No,83.06,71.76,83.79,65.58,86.79,78.2,Pass,A
4950,Anjali Shiv Chauhan_4950,B,Postgraduate,5.7,4.8,66.69,No,No,85.44,60.84,67.24,67.69,61.76,68.59,Pass,A
4951,Vikas Kumar Sharma_4951,C,School,4.95,7.2,73.01,Yes,Yes,76.53,82.78,82.19,68.41,52.64,72.51,Pass,A
4952,Neha Singh Verma_4952,A,School,5.75,8.49,58.54,Yes,Yes,56.95,47.89,100.0,66.35,47.64,63.77,Pass,A
4953,Rohit Raj Yadav_4953,C,School,5.38,6.18,80.27,Yes,No,54.39,51.2,53.22,100.0,57.21,63.21,Pass,A
4954,Pooja Dev Gupta_4954,A,Graduate,4.59,5.96,76.13,Yes,Yes,86.16,55.65,62.39,58.9,46.6,61.94,Pass,A
4955,Karan Prasad Singh_4955,A,Postgraduate,4.52,7.15,61.88,Yes,Yes,60.14,63.18,80.93,88.91,73.07,73.25,Pass,A
4956,Simran Kant Kumar_4956,A,Graduate,4.65,6.63,86.69,Yes,No,60.8,92.04,64.16,75.79,69.58,72.48,Pass,A
